127.0.0.1 - - [08/Nov/2017:15:49:11 +0900] "GET / HTTP/1.1" 404 1070
0:0:0:0:0:0:0:1 - - [08/Nov/2017:17:59:44 +0900] "GET /06_javascript/02_function/images/ball5.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Nov/2017:17:59:44 +0900] "GET /06_javascript/02_function/images/ball18.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Nov/2017:17:59:48 +0900] "GET /06_javascript/02_function/images/ball15.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Nov/2017:17:59:48 +0900] "GET /06_javascript/02_function/images/ball31.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Nov/2017:17:59:48 +0900] "GET /06_javascript/02_function/images/ball44.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Nov/2017:17:59:48 +0900] "GET /06_javascript/02_function/images/ball28.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Nov/2017:17:59:48 +0900] "GET /06_javascript/02_function/images/ball23.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Nov/2017:17:59:49 +0900] "GET /06_javascript/02_function/images/ball14.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Nov/2017:17:59:49 +0900] "GET /06_javascript/02_function/images/ball21.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Nov/2017:17:59:49 +0900] "GET /06_javascript/02_function/images/ball19.gif HTTP/1.1" 304 -
